SISTEMA,CIA,PRODUCTO,PRODUCTO_CIA,TARIFA,FEE,P1,P2,P3,P4,P5,P6,P1.,P2.,P3.,P4.,P5.,P6.
BALEARES,ELEIA,FIJO,BALANCE OF ENERGY 3,2.0TD,-,0.071682,0.071682,0.0,0.0,0.0,0.0,0.161,0.161,0.161,0,0,0
BALEARES,ELEIA,FIJO,SIMPLEX,2.0TD,-,0.069543,0.003679,0.0,0.0,0.0,0.0,0.244936,0.193112,0.151333,0,0,0
BALEARES,ELEIA,FIJO,TU DECIDES 0,2.0TD,-,0.110639,0.044775,0.0,0.0,0.0,0.0,0.262936,0.211112,0.169333,0,0,0
BALEARES,ELEIA,FIJO,TU DECIDES 1,2.0TD,-,0.105433,0.039569,0.0,0.0,0.0,0.0,0.259036,0.207212,0.165433,0,0,0
BALEARES,ELEIA,FIJO,TU DECIDES 2,2.0TD,-,0.09694,0.031076,0.0,0.0,0.0,0.0,0.253936,0.202112,0.160333,0,0,0
BALEARES,ELEIA,FIJO,TU DECIDES 3,2.0TD,-,0.083242,0.017378,0.0,0.0,0.0,0.0,0.249936,0.198112,0.156333,0,0,0
BALEARES,ELEIA,FIJO,TU ELIGES 0,2.0TD,-,0.069543,0.003679,0.0,0.0,0.0,0.0,0.262936,0.211112,0.169333,0,0,0
BALEARES,ELEIA,FIJO,TU ELIGES 1,2.0TD,-,0.069543,0.003679,0.0,0.0,0.0,0.0,0.259036,0.207212,0.165433,0,0,0
BALEARES,ELEIA,FIJO,TU ELIGES 2,2.0TD,-,0.069543,0.003679,0.0,0.0,0.0,0.0,0.253936,0.202112,0.160333,0,0,0
BALEARES,ELEIA,FIJO,TU ELIGES 3,2.0TD,-,0.069543,0.003679,0.0,0.0,0.0,0.0,0.249936,0.198112,0.156333,0,0,0
BALEARES,ELEIA,FIJO,TU MEDIOAMBIENTE 0,2.0TD,-,0.0936,0.02505,0.0,0.0,0.0,0.0,0.33099,0.279166,0.237389,0,0,0
BALEARES,ELEIA,FIJO,TU MEDIOAMBIENTE 1,2.0TD,-,0.08812,0.01957,0.0,0.0,0.0,0.0,0.31099,0.259166,0.217389,0,0,0
BALEARES,ELEIA,FIJO,TU MEDIOAMBIENTE 2,2.0TD,-,0.082641,0.014091,0.0,0.0,0.0,0.0,0.30099,0.249166,0.207389,0,0,0
BALEARES,ELEIA,FIJO,TU MEDIOAMBIENTE 3,2.0TD,-,0.077161,0.008611,0.0,0.0,0.0,0.0,0.29099,0.239166,0.197389,0,0,0
PENINSULA,ENDESA,FIJO,OPEN(<15) PLANA,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17629999999999998,0.17629999999999998,0.17629999999999998,0,0,0
PENINSULA,ENDESA,FIJO,TEMPO 24H,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.20274,0.20274,0.20274,0,0,0
PENINSULA,ENDESA,FIJO,TEMPO 24H CCPP,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17658000000000001,0.17658000000000001,0.17658000000000001,0,0,0
PENINSULA,ENDESA,FIJO,TEMPO 3 PERIODOS,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.25203000000000003,0.20088,0.16647,0,0,0
PENINSULA,ENDESA,FIJO,TEMPO LIBRE,2.0TD,-,0.0978039032258064,0.0331793225806451,0.0,0.0,0.0,0.0,0.12948,0.12948,0.12948,0,0,0
CANARIAS,ENDESA,FIJO,OPEN(<15) PLANA,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17629999999999998,0.17629999999999998,0.17629999999999998,0,0,0
CANARIAS,ENDESA,FIJO,TEMPO 24H,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.20274,0.20274,0.20274,0,0,0
CANARIAS,ENDESA,FIJO,TEMPO 24H CCPP,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17658000000000001,0.17658000000000001,0.17658000000000001,0,0,0
CANARIAS,ENDESA,FIJO,TEMPO 3 PERIODOS,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.25203000000000003,0.20088,0.16647,0,0,0
CANARIAS,ENDESA,FIJO,TEMPO LIBRE,2.0TD,-,0.0978039032258064,0.0331793225806451,0.0,0.0,0.0,0.0,0.12948,0.12948,0.12948,0,0,0
BALEARES,ENDESA,FIJO,OPEN(<15) PLANA,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17629999999999998,0.17629999999999998,0.17629999999999998,0,0,0
BALEARES,ENDESA,FIJO,TEMPO 24H,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.20274,0.20274,0.20274,0,0,0
BALEARES,ENDESA,FIJO,TEMPO 24H CCPP,2.0TD,-,0.0951157419354838,0.0304911612903225,0.0,0.0,0.0,0.0,0.17658000000000001,0.17658000000000001,0.17658000000000001,0,0,0
